text,annotations
"once the external breaker was spotted, the internal breaker activated simultaneously.",others
the reservoir drilling fluid incorporated an internal breaker that could be activated by an external breaker as a cleanup measure.,others
"4 spe 153412 acknowledgement the authors thank oil and natural gas corporation ltd. for permission to publish this paper and acknowledge shri k. l. mehrotra, head-rgl, dr. umesh chandra, dr. d.c.sehgal, dr. nalini ghosh, bina saikia, for support and officers and technical staff of iogpt and regional geoscience laboratories, ongc for their help in carrying out the laboratory work.",Experiments
1 experimental results of the relation-ship between resistivity and water satura-tion of waterflood core plugs water-oil displacing experiments of airtight-taken cores in high water-cut well were made under different forma-tion conditions simulated according to flow units by wei and zheng 3 .,"Waterflooding, Experiments"
"a majority of these waterflood projects were probably based on the tank model concept of a reservoir, involving little or no geologic input.",Waterflooding
1 core 60.20 60.41 60.60 63.61 63.79 gas flood 1cycle alternating injection 2cycles alternating injection 3cycles alternating injection water flood no.2 core 62.44 62.44 90.89 91.67 94.44,Gas injection
after flooding with about three pore volumes of chloroform the core was left to soak overnight.,others
"later, iqbal 1994 collected 100 samples of bacteria enriched oil from different locations in pakistan and conducted lab experiments.",Experiments
"co2 geological sequestration in oil reservoirs can not only decrease co2 concentration in atmosphere, but also enhance oil recovery by co2 flooding (co2-eor).",CO2 injection
"candidate reservoirs for implementation of the gas-injectionproject were chosen according to the results of the numerical sim-ulations and the volumes of gas available for injection, the maincriteria being individual ooiplarger than 6 mmstb, initial oilcolumn larger than 70 m, average permeability better than 100 md,and clearly understood production history during previous second-ary waterflood development.initial projectfive handil field reservoirs, representing a combined 303mmstb, were selected for the initial phase of the project.","Waterflooding, Gas injection"
"the greater ooip the oil reservoir has, the greater potential for co2 eor and storage it will have, and the more suitable for large-scale storage projects it will be.",CO2 injection
this is consistent with laboratory ion exchange experiments and field data.,Experiments
"in the shallow zone where the reservoirs are already well developed and the reserves of each reservoir are not justified for dedicated wells, multi-target wells are proposed.",others
abstract co2 injection has been used in the oil industry as an effective technique for enhanced recovery of light to medium oils.,CO2 injection
"this isnearly twice what would have been achieved with water injection,as the comparison with the baseline gives an additional oili.e.,eor oil gainof 1.6 mmstb.gas injection and cyclingthe average gas-injection rate during the 3 years has remainedbelow its target because of the higher priority given at times to gasexport, 55 mmscf/d has been realized vs. 67 mmscf/d recom-mended.","Waterflooding, Gas injection"
figure 12 shows the imbibition capillary pressure curves measured on 31 samples.,others
"following rapid primary depletion, water injection was initiated in 1966 with oil response peaking at 500 bopd in early 1971.",Waterflooding
"the theory calculation has not consid-ered the microstructure of core sample, so the results have small difference from experiments.",Experiments
"because the nwfb shares pore volume with thegravity drainage area, waterflood injection and production canreceive flux from the gas cap area.",Waterflooding
siderite dissolution kinetics were developed by a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
"the linear velocity v of the waterflood column 4 of table 3 is calculated from the volumetric rate, q, in the following equation.",Waterflooding
"as a further extension of the gas injection project is economically unattractive, following the opportunities to currently export the gas, a pilot project, injecting air instead of gas, is on-going on one reservoir in the handil field in order to pursue the tertiary recovery on other parts of the field.",Gas injection
"the pores that are not yet accessed by the crude oil remain water-wet hence the entry pressure for those pores will not be affected by using crude oil in the experiment, see masalmeh (2002a & b).",Experiments
"gunawan, s., caie, d., fihandil field three years of lean gas injection into waterflooded reservoirsfl.",Gas injection
"to verify the impact of ineffective cleaning on imbibition pc curves, we have studied the imbibition pc curves to see if any correlation between the negative pc curves and the inefficient cleaning could be found.",others
in total more than 15 pore volumes of chloroform were used until the effluent became colourless.,others
no spontaneous imbibition of water was observed on all the samples following aging with crude oil and connate water at reservoir temperature.,others
"the apparatus for the coreflood experiments, shown in figure 1, was conducted with two cores in series.",Experiments
"however, simulations with larger amounts of injected co2 and longer injection periods are necessary if we want to understand the storage capacity of the tensleep.",CO2 injection
"the same type of device as this described for theisothermal disk reactor experiments is used see figure 2 , butthis type of experiments is operated under adiabaticconditions.",Experiments
"our experiments confirmed the experiments reported by moore and slobod, in which they showed that the table 1 -rock sample description sample no.",Experiments
all experiments are performed with reservoir oils andconsolidated cores.,Experiments
"however, these complementary laboratory experimentsand the integration of the experimental results to the reservoirmodel will not be treated in this paper which will focus onlyon the descriptions of the specific laboratory air injectionexperiments.principle of the experiments anddeliverablesisothermal oxidation reactor experiment.",Experiments
these two numbers assume no h2s in the system.,others
"thus, vertical sweep efficiency is even better than that when only viscous crossflow occurs due to the favorable effect of gravity forces.",others
could the wetting state after aging be significantly affected thus resulting in a more oil-wet rock?,others
an overburdenpressure is ensured by helium and air is injected through thecore.the experiment consists in measuring by on line gaschromatography the oxygen consumption by oil and rock aswell as co and co2 content in produced gases at stabilizedtemperature.,Experiments
"two out of the three zones under swelling packer are later fail and giving excessive sand production, making gravel pack the only option for the next multi-target wells.",others
"in june 1990, normal water injection was resumed and temporarily abandoned producing wells were reinstated.",Waterflooding
"clara, m. durandeau, g. quenault, t.-h. nguyenspe 54377- flowing system with permanent air supply allowingkinetic calculations at well determined oxygen partialpressure,- on-line analysis of the produced gases allowing reliablekinetic calculations with a representative two-stepreaction model see appendix .displacement experiments on consolidated long core.",Experiments
"as the energy of the reservoir gets low, gas injection is initiated.",Gas injection
a computer program is used to generate a certain range of random numbers that are assigned to the models as multiplying factors of the permeability values.,others
"inorder to provide reliable experimental data, high pressure andhigh temperature experiments up to 40 mpa and 500 c areperformed with consolidated reservoir cores and reservoir oils,at representative conditions of the air injection process in lightoil reservoir.finally, a laboratory evaluation regarding a potentialapplication for an air injection pilot in handil field mahakam delta, indonesia is presented and discussed.introduction air injection process intolight oil reservoirswhen air is injected into a reservoir, the oxygen contained inthe air mainly of 78 n2 and 21 o2 reacts with thehydrocarbons in place, by various oxidation reaction schemes.heat is provided by these reactions.",Experiments
"in the case of handil field, maintaining the baseline is done by implementation of gas lift, water injection, and gas injection.","Waterflooding, Gas injection"
"in this study, the term noise is used to indicate such phenomenon.",others
the oxygen consumption rates will benormalized by these factors for applying the kinetic model toreservoir simulations.adiabatic disk reactor experiments.,Experiments
"1.3 evaluation procedure of co2-eor and sequestration to evaluate co2 application in oil reservoirs, screening among candidate reservoirs should be taken following table 1.",CO2 injection
"reservoir management history and field implementation of pattern floods at ewe during the initial ewe development planning, in the early 1980 s, primary, waterflood, and gas re-injection options were evaluated.","Waterflooding, Gas injection"
another set of coreflood experiment was also conducted to investigate the performance of cw on even tighter coreslong core2.the experiments were conducted as the same process of long core1.,Experiments
"iptc 10693 3 the new theory is, in fact, complementary to the detailed understanding of wormhole development revealed by the years of linear flow experiments.",Experiments
"several means for geologic storage of co2 are available, including depleted oil and gas reservoirs, deep brine-saturated formations, co2 flood eor operations, and enhanced coalbed methane recovery.",CO2 injection
"0 50 100 150 200 250 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 qo, mbopd,  and  bs&w, % 0 200 400 600 800 1,000 1,200 1,400 gor, v/v water injection startup q o  total field q o  from reservoir developed by water injection gor bs&w table 1reservoir status at lean-gas-injection startupreservoirooip(mmbbl)(%)swinitial oilcolumn(m)gas cap(bcf)woc (msubsea)goc (msubsea)waterrise (msubsea)rf atend ofwi (%)h(m)a  24.62219120  0.91956183618405715b110.9222017225.82080190818774825c  36.8251518518.12160197619755715d  29.2221715527.62139198420008025e101.62215162  0.02228206720706225total303.0fig.4gas-zone status at end of water-injection period.","Waterflooding, Gas injection"
two zones have been completed by gravel pack and three zones have been completed by swelling packer.,others
"waterflood, will soon cease to be economical without additional methods of recwery.",Waterflooding
experiment 7 was a secondary cwi performed in long core1.,Experiments
it is worthwhile to mention that co2 breakthrough occurred at a relatively later time in carbonated waterflooding runs in comparison with that in pure co2 injection runs.,"Waterflooding, CO2 injection"
water injection was initiated in 1963 with only marginal oil response figure 14 .,Waterflooding
gas-injection studiesextensive studies had been carried out as recently as the early1980s to evaluate enhanced oil recovery (eor) developments ofthe handil field.,Gas injection
this is less than half of the covery experienced by successful queen waterfloods in the same producinq trend table 2 .,Waterflooding
"since the same swt should have been reached in each experiment, the volume of the water phase displaced in step 3 should equal the volume of oil that had been displaced in step 6 of the preceding flood.",Experiments
displacing the water present in the reservoir at s or left by normal waterflood with enhanced water having an appropriate 1 and yielding a o-w in the proper range.,Waterflooding
"2) bicarbonate (hc03-l: both field data and simulation, illustrated in figures 6 and 7, show excess hc03-above the mixing line.",others
"with 1.6 mmstb of additional oil pro-duced during the first 3 years, the gas-injection project has alreadyyielded some u.s. $24 million (assuming u.s. $15/bbl).",Gas injection
"the seven rivers and part of the upper queen are gas-bearing, although this may have had little impact on the waterflood performance in view of the horizontal stratification involved.",Waterflooding
ewe also has gone through a complex fluid saturation history through gas cap gas injection that led to gas breakthrough in a number of down dip producers.,Gas injection
"sensitivity analysis of pilot co2-eor the sensitivity analyses were performed on the base case scenario (bc) described in the previous section, but the injection duration was kept at 5 years in order to be able to observe long-term variations.",CO2 injection
"introduction this paper presents results of flow experiments on short, water-wet cores showing the influence of fluid viscosity, interfacial tension, and flow velocity on residual oil saturation left by waterflood.","Waterflooding, Experiments"
"prior to waterflooding, the upper queen section exhibited high gors.",Waterflooding
"as early as 1991, evaluations began on other depletion options while gas injection continued.",Gas injection
"coz solubility in the aqueous phase the correlation of the c02 solubility in prudhoe bay formation water (as a function of pressure, temperature, and its mole fraction in the gas phase) was furnished from laboratory experiments as follows: r=c02/ (temp i (20.595*press-124.572)+ 1.",Experiments
the secondary cwi (experiment 5) recovered 15.7% more oil than the plain wi (experiment 4) while 6.4% ooip incremental oil was produced from the tertiary cwi (experiment 6).,Experiments
multiple contact experiment.,Experiments
"for immiscible areas, 12 fields (148 production layers), co2 flooding (27.63%) will obtain 6.63 percent more oil than water solvent(20.78%).",CO2 injection
the primary purpose of deep subsurface monitoring is to track the movement of co2 in the subsurface in order to evaluate the recovery efficiency of the co2 eor program and to predict the ultimate fate of co2 within the storage reservoir.,CO2 injection
"both projects are depleted waterfloods, injecting only produced water.",Waterflooding
prudhoe siderite dissolution kinetics were developed by simulating a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
"hence, by preserving the integrity of thematrix, more representative parameters can be provided forsubsequent numerical simulations.a laboratory evaluation regarding a potential application inhandil field mahakam delta, indonesia was carried out.main results i isothermal disk reactor experiments were performedon a large temperature range to assess the stoichiometry andthe kinetics of a representative two-step reaction model.",Experiments
water injection was tracked separately from reservoir water in the model and was used ex-tensively in the history-matching pro-cess to investigate the movement of in-jected water throughout the reservoir.,Waterflooding
monitoring of data from these gauges has helped in optimization of production from the reservoir.,others
the authors alsosincerely thank mr. c. aubert and mr. p. bette for theirparticipation to the realization of the laboratory experiments.references1.,Experiments
"the value of s , i , 0, is an estimate of the residual oil saturation that would result from waterflooding under normal conditions.",Waterflooding
the bell creek demonstration project will provide a unique opportunity to develop a set of cost-effective mva protocols for large-scale 1 million tons a year combined co2 eor and co2 storage operations in a clastic formation.,CO2 injection
"as field scale application of the gas injection technique is not sustainable since the gas is exportable, two other techniques are currently being evaluated as an alternative.",Gas injection
extensive data acquisition programme during this phase to reduce uncertainty in the next phase of development is discussed.,others
it is indicated by experiments that the gel breaking time of the fracturing fluids shortens with the increase of the concentration of the activator.,Experiments
"although thesemethods can provide meaningful results, they are slow,cumbersome, and have not provided a detailed prediction foreach well to help manage the waterflood at the well level.",Waterflooding
"further studies had also been well documented through microscopic visualization tests and coreflooding experiments both in sand packs and real reservoir cores.31, 37-42 one thing in common is that cwi obtains additional oil recovery than the conventional water flooding.","Waterflooding, Experiments"
injection well diagnosisthe waterflood strategy of the nwfb was to inject water tomatch the allocated reservoir voidage of the predefined localpattern area.,Waterflooding
well planning  the drilling design of the injector had the primary objective of hitting and evaluating all targets in c_3 and c_4 sands.,others
"similar to drainage, the data are measured on samples from different permeability and porosity classes and different rock textures.",others
"the very close monitoring of well and reservoir performance,the numerical simulation, and material-balance studies havehelped provide a better understanding of the mechanisms involvedand have led to a revised and more efficient policy to maximizeoil production.the experience gained and the analysis of this 3-year-oldproject gives us the confidence to pursue the extension of thelean-gas injection development to other handil field reservoirs.introductionhandil is a giant oil field located in the mahakam delta of theisland of borneo, indonesia (fig.",Gas injection
ultimate recoveries have been higher in the andrew county waterfloods than in the lea county projects.,Waterflooding
"saturation map after waterflooding and after 8 years of gas injection one of the most interesting learning from the study is the optimum gas cycling rate, which is the ratio between the produced gas and the injected gas over the gas injection after gas injectiongravity drainage sorw sorwg 10 20 sorwproduction row 1 production row 2 production row 3 gas inj.","Waterflooding, Gas injection"
this paper was selected for presentation by an otc program committee following review of information contained in an abstract submitted by the author(s).,others
2 the laboratory experiments in determining prudhoe rock ion exchange characteristics result in improved predictions of ion concentrations in produced water and explain the apparent disappearance of magnesium in the reservoir.,Experiments
this 1s important in the over-all problem of injection of water with enhanced viscosity properties.,Waterflooding
one injection well is located directly in the aquifer to support in the waterflood experiments.,"Waterflooding, Experiments"
"2 iptc 11234 there are three general methods commonly used in applying eor techniques gas injection methods, chemical flooding methods, and thermal flooding methods.",Gas injection
the field is a four way dip structure.,others
"6  spe 110882 enchanced oil recovery (eor) the lean gas injection in an oil reservoir is primarily an immiscible displacement process which, when the reservoir has already undergone waterflooding, becomes a double displacement process (ddp), also called gravity assisted tertiary gas injection.","Waterflooding, Gas injection"
", recovery of viscous oil under high pressure by co2 displacement a laboratory study, paper spe 17588, spe international meeting on petroleum engineering, tianjin, china, november 14 1988.",Experiments
cac03 completely dissolves at 60 percent seawater breakthrough.,others
3) sulfate (so.f-): field samples in figure 8 show that sulfate is missing in the reservoir.,others
"42, 48 through a series of multi-contact tests and micro-model experiments.",Experiments
"however, gas injection often appears to alter the nature of these asphaltenes and result in more severe precipitation.",Gas injection
"as mentioned, it is quite impossible for a certain formation to have neither an absolutely fining upward nor coarsening upward grain size sequence.",others
"followed by the procedure discussed above, evaluation on miscible areas, 14 fields (113 production layers), proved 22.42 percent oil would be produced by water flooding, comparing 34.61 percent by co2 flooding.","Waterflooding, CO2 injection"
"most of the accumulations consist of a large columnof saturated oil underlying a gas cap, trapped in reservoirs withgood rock properties, and produced by water injection or strongnatural waterdrive.in 1995 five reservoirs representing nearly one-fifth of thefields total original oil in place (ooip)and which had reachedtheir final stage of waterflood development (58% of the total oil inplace had already been produced)were submitted to furtherdevelopment with lean-gas injection to increase the ultimate oilrecovery.","Waterflooding, Gas injection"
the internal pressure resistance of the gas lift valve can be 100mpa and external pressure resistance can be 35mpa and nitrogen injection pressure can be 18mpa.,Gas injection
injected gas rate is plotted in yellow.,Gas injection
"since the number of layer is more than two, a relatively similar mechanism is considered to occur repeatedly in the adjacent layers throughout the reservoir.",others
the caliper data showed that i_1 wellbore was very gauge with a few points showing an id of 9.25-9.50fl providing more confidence on the completion job success.,others
"this phase is planned for a duration of ten u.s. federal fiscal years october 2007 to september 2017 , and its main focus is the characterization and monitoring of large-scale co2 injection into geologic formations at ccs sites.",CO2 injection
circulation tests suggested that circulating pressure was slightly less than anticipated and the pumping job actually started with 7 bpm.,others
"main zone, between 1500 2350 mss, has 220 reservoirs with water injection and gas injection to maintain reservoir pressure and optimize oil production.","Waterflooding, Gas injection"
co2 flooding performance in this block is miscible for lower minimum miscible pressure(19.8mpa) than initial pressure (22mpa).,CO2 injection
75jpt october 2015an 18-well numerical-simulation model was built to represent an operator s lower shaunavon waterflood-pilot area.,Waterflooding
"46 gas fingering is also reduced during cwi because co2 is present in a dissolved state, which leads to a better sweep efficiency as compared with co2 flooding.47  based on visualization and core flooding experiments at real reservoir conditions, sohrabi et al.39 revealed another important mechanism of cwi, evolution of a new gaseous phase, triggered page 4 of 44acs paragon plus environmentenergy & fuels123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960","CO2 injection, Experiments"
"it was found for strongly water-wet cores cos e ,,, 1 that sor could be described in terms of the moore and slobod dimensionless group expanded to include viscosity effects normal waterfloods are described by values of the group s,, 10-6.",Waterflooding
denbury will carry out the injection and production as part of a co2 eor operation.,CO2 injection
the extent of these effects is less pronounced in comparison with miscible co2 flooding in light to medium oil reservoirs.,CO2 injection
the most economically attractive option wasfound to be the reinjection of associated gas.,Gas injection
the post-treatment waterflood historical annual rate of decline is 9.86 .,Waterflooding
"by such, 30 fields in changqing oilfield are checked for co2 application, and 26 ones among them are proved to be feasible for co2-eor and sequestration.",CO2 injection
" ii adiabatic disk reactor experiments showed the goodpotential in handil field for rapidly reaching hightemperature levels, once a minimum heat release has allowedan increase of the temperature up to 134 c.",Experiments
"the study permitted to track the main effects of the gas injection, to identify fibypassed oilfl areas and to define reservoir management guidelines for the other lean gas injection reservoirs.",Gas injection
the team called upon extensive lessons in torque and drag modeling from other wellbores drilled from the platform.,others
"figure 8 saturation map after waterflooding and after 8 years gi  one of the most interesting phenomena identified during the study was the effect of the so called figascyclingfl, which is defined as the ratio between the produced gas and the injected gas over the gas injection period.","Waterflooding, Gas injection"
it was observed that a larger co2 slug size can enhance the oil production only at the beginning of co2 injection.,CO2 injection
"under nod waterflood operating conditions, the field would have produced 35,107 barrels of oil during this 47 month period of time, however, the field only produced 28,330 barrels of oil.",Waterflooding
figure 9: incremental oil reco sequestration potential the co2-eor pilot was an experiment designed to test the short term eor potential of co2 in this formation.,"CO2 injection, Experiments"
the 1960's was the era of secondary recovery with the establishment of many of the basin's water injection projects.,Waterflooding
"the numerical experiments implemented are - case-1 let c-448d continues to produce, and two new water production wells are added.",Experiments
10  cmtc 151480 injected co2 max.,CO2 injection
"the prediction has a similar trend at the beginning, but dissolution becomes excessive afterwards and causes excess ca++ in solution (or above the mixing line).",others
"immiscible co2 flooding in heavy oil reservoirs can result in decreasing the ift, reducing the heavy oil viscosity, and swelling of the oil16.",CO2 injection
"the term normal water indicates a water solution whose pertinent physical and chemical properties are essentially the same as waters involved in waterflooding oil reservoirs, that is, ao w 2 25 dynes em andl1w ,'o.oi poise.",Waterflooding
"in the experiment, data of 25 pressure difference, 37 water saturation, inlet pressure and volumes of produced water and oil were collected every 5 seconds.",Experiments
the study confirmed the efficacy of the gas injection mechanism where very low residual oil saturation are found in the first row area which has been swept by the gas.,Gas injection
many of these wells were completed with permanent bottom-hole gauges for monitoring of flowing pressure data.,others
the efficiency of the new cleaning method has been investigated.,others
computing crm-based allocation factors an efficient design of a waterflood requires a quantitative measure of how injectors and producers are connected in the reservoir.,Waterflooding
"in a reservoir scale, after it has undergone water injection for improving sweep and pressure maintenance, lean gas injection is performed to immiscibly displace the remaining oil within the reservoir.","Waterflooding, Gas injection"
"16. fibig kuwait gas injection plant will boost oil recovery,fl oil and gas int.",Gas injection
"a set of chemical species representing prudhoe bay rock fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with aboratory autoc.lave batch experiments.",Experiments
"group a has low entry pressure and starts to increase smoothly, the residual oil saturation varies between 5-15%.",others
"as mentioned before, it is very likely to find a reservoir in which the permeability does not exhibit an absolutely decreasing or increasing upward trend.",others
all other aspects of the completion design remained the same as for the producers.,others
the test results indicate that the injection pressure required is lowest in the case of sea water injection and it progressively increases as the temperature of the injection water increases.,Waterflooding
gas injection continues in proportion to the total field production.,Gas injection
infill drilling has confirmed that some depleted queen sand waterfloods still contain high mobile oil saturations.,Waterflooding
"carbon dioxide flooding economics the cost of co2 is dependent on whether the co2 is natural, manufactured, or recycled.",CO2 injection
"proposed path forward an iterative update process between site characterization, modeling, simulation, risk assessment, and mva activities is necessary to maximize the utility of the knowledge gained during the bell creek combined co2 eor and storage project.",CO2 injection
then the laboratory strategyproposed for the evaluation of an air injection project isdescribed and the principle of the experiments is explained.,Experiments
4  cmtc 150031  tables  table 1 screening criteria for co2 application  screening parameters miscible immiscible evaluated target crude oil properties density <0.9 <0.95 miscibility viscosity <10 <600 miscible performance inject ability components rich in c2c10  - miscibility reservoir characters depth 9003000 >900 miscibility permeability <10md nc inject ability temperature <90 - miscibility oil saturation >50 >50 eor potential variation coefficient <0.75 <0.75 sweeping efficiency kv/kh <0.1 <0.1 floating effect kh >10-1310-14 >10-1310-14 inject ability so* >0.05 >0.05 sequestration potentials pressure p>mmp - miscible requirement cap formation characters seal cap fractures are undeveloped security leakiness less than 0.05%  in 300 thousand years security   table 2 pvt and mmp observation of well h-1  reservoir conditions initial formation pressure 18.0 mpa initial formation temperature 71.56 formation fluid properties fluid type black oil saturation pressure71.56 5.60 mpa gas oil ratioflashed gas/ flashed oil 37.8m3/m3 formation volume factor71.5618.0mpa 1.1372 initial densityf71.5618.0mpa 0.7751 g/cm3 viscosity71.5618.0mpa 1.64 mpas tank oil0.101mpa20 0.8414 g/cm3 mmp71.56 19.5mpa fluid components mole fraction c1+n2 18.79% co2+c2c10 37.82% c11+ 43.39%   table 3 scenario design in huang 116 block  scenario injection rate cumulative injected volume production period (year) water flooding 35m3 0.6pv 20 co2 flooding 11000m3 0.6pv 20   table 4 prediction results of huang 116 block  methods recovery factor after water flooding recovery factor after co2 flooding recovery increment sequestration coefficient numerical simulation 21.6 29.8 8.2 0.264 stream tube simulation 22.7 31.9 9.2 0.232,"Waterflooding, CO2 injection"
"however, if c_4 was drawndown, the optimal plan was to blank the younger unit and extend the toe in the older unit to take advantage of baffled connections.",others
the best explanation for the increase of hc03-is that dissolved divalent ions are replaced by monovalent ions through the ion exchange mechanism.,others
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim  sorw ~ 25% sorw,Gas injection
"chemical concentration of asp agents used for experiment contained 0.15 wt 2600e polyacrylamide, 0.1 wt naoh, 0.35 wt heavy alkyl-benzene sulphonate surfactant.",Experiments
"the latest was cheaper, less time consuming and simpler in term of the operational work.",others
ot this represents a 16-saturation-percent reduction in 50t from the 28 percent left by the normal waterflood.,Waterflooding
"therefore, a simplekinetic model was developed at the total s air injectionlaboratory9 to match the oxygen consumption and thecombustion gas production observed during the experiments,in order to predict the oxygen consumption by numericalsimulation at field-scale.",Experiments
"the batch experiments tested rock fluid interactions between prudhoe core material, sea water, produced water, and c02.",Experiments
"experiments and numerical simulation results of the three types of flow units in liaohe oil field of china are shown in figures 24 respectively, and figure 5 shows the results of tuha oil field of china.",Experiments
"in early 2000, nitrogen injection was initiated and in early 2004, a peak production rate of 2.15 mm stb d was achieved with about 225 wells on operation.",Gas injection
model dynamic allocations calledfor reducing the water injection rate from over 200 mbpd to100 mbpd.,Waterflooding
"s.g. ghori, s.z., a.h. al-huthali, d. krinis, and a. kumar, improving injector efficiencies using streamline simulation a case study in a giant middle east field, proceedings of the spe middle east oil and gas show and conference, 11-14 march 2007, kingdom of bahrain g. h. grinestaff, waterflood pattern allocations quantifying the injector to producer relationship with streamline simulation, proceedings of the spe western regional meeting, 26-27 may 1999, anchorage, alaska, usa.",Waterflooding
the authors have evaluated over a dozen of these depleted queen waterfloods for lor potential in recent years.,Waterflooding
"the reason for this is that fe++ has reached a saturation point, subsequently, excess fe++ begins to precipitate.",others
"however, swelling packer completion reminds interesting in marginal reserves reservoir with high precaution should be addressed during clean up and production.",others
"in this way, gases which enter and leave thecore are at the core temperature, so that no heat losses by gasconvection occur and that effective adiabatic conditions of thedisk reactor are respected.this experiment consists of - tracking the heat provided by the oxidation reactions atlow temperature close to the reservoir temperature ,- following adiabatically the temperature increase due tothe heat release of the exothermic reactions, once a self-ignition of the oil has occurred.the objectives of this experiment are 1. to measure the heat release by the exothermic oxidationreactions, particularly at reservoir temperature where thepossibility of a self-ignition has to be estimated,2.",Experiments
figure 35 shows the grid used and the fluid distribution prior to the numerical experiments.,Experiments
acknowledgment the authors wish to thank arco alaska inc. and arco exploration and production technology for their permission to publish this paper.,others
monthly oil production was lower in february 1992 and wch 1992 because the monthly water injection rate was again reduced.,Waterflooding
"the performance of a co2 flooding process is strongly dependent on the oil viscosity reduction, oil swelling effect, and interfacial property changes between the crude oil and co211,12,13.",CO2 injection
"as many as five additional models were run, in which each model represents the effect of realization due to actual field condition.",others
today 25% of the production originates from reservoirs under tertiary gas injection.,Gas injection
"according to figure 18, cac03 precipitated around the producer at the initial production stage (up to 20-30 percent seawater in produced water), this causes the disappearance of ca ++at the beginning.",others
"data base for chemical equilibrium calculations a set of chemical species representing prudhoe bay rock fluid interactions was formulated, and then the equilibrium calculations based on this set of species were validated with the laboratory autoclave batch experiments to ensure a proper representation.",Experiments
the screens used 8-1/4fl centralizers to remove dls issues and the lower completion was successfully run to the designed depth.,others
it is apparent that a complete study requires a large number of experiments.,Experiments
experiment 4 was a conventional water flooding procedure performed in long core2.,"Waterflooding, Experiments"
companies that acquire depleted waterfloods without doing their homework may achieve less than anticipated results.,Waterflooding
"therefore, starting at a weakly water-wet condition may not result in a more strongly oil-wet system if no external factors are involved other than the adsorption of organic matter from the crude.",others
"8 for a displacement with mobility ratio of the interacting fluids being less than unity (m < 1), the direction of viscous crossflow is from the less to the more permeable layer at the leading front and from the more to the less permeable layer at the trailing front as illustrated by fig.",others
"if h2s is present, part of the dissolved iron will precipitate as iron sulfide.",others
" s, 10-6, to achieve a practical benefit in field application a process must yield a 100-to 1,000-fold increase in f. in any practical application, this change would be expected with a 30-to 100-fold reduction in ao w combined with an increase in ilw' another possible application of the observed dependency of 50t on f, other than in the enhanced waterflooding process, is in the scaling of laboratory model experiments.","Waterflooding, Experiments"
"the first is the geological context, the fluvio-deltaic environment comprises multi-layered sedimentary series, therefore each layer can hold different accumulations, often with different fluid contacts and dynamic behavior.",others
"for the heavy crude oil used in laboratory tests, the available data include its composition, density, and viscosity.",Experiments
"individual well tion was not available, but the recent unit performance suggests that the duction increases realized from the drilling of infill and replacement wells are being sustained by water injection figure 8 .",Waterflooding
"9, it was clear that miscible co2 flood well suited the reservoir.",CO2 injection
"pwri for waterflooding or disposal is an important strategy for deriving value from waste, while preserving environmental integrity during e p operations.",Waterflooding
"in order to maintain the production plateau as well as the reservoir pressure, water injection was started in 1978 and it had helped to maintain the 160.000 bopd of production up to 1985, except for one year drop due to opec restriction.",Waterflooding
contact number cw/live crude oil volume ratio (cm3/cm3) 1 1.0 2 1.0 3 1.0 4 1.0 5 2.0 6 2.0 7 2.0 8 2.0 9 2.0 10 2.0 11 2.0 12 2.0  a series of long coreflood experiments were designed and performed at pressure and temperature of 16.0 mpa and 80 .,Experiments
"if the temperature of the injection water, as in the case of sea water injection, is lower than the formation temperature, a temperature gradient exists in the system.",Waterflooding
sl and crm approaches were conducted for a sector model representing a mature waterflood.,Waterflooding
"due to the well confirming drawndown c_4, the optimal injection scenario was confirmed such that the younger c_3 unit could be blanked.",others
"it was observed that in the run where a pure co2 slug was injected into the model, the amount of co2 stored inside the model increased sharply at the beginning of co2 injection before co2 breakthrough and started to decline after co2 breakthrough until it reached an almost stabilized value.",CO2 injection
"as such, these real-time completion design changes did not pose logistical issues, however the completion interval required a combination of 5-1/2fl blank pipe as well as 6-5/8fl blank pipe that was typically used for carbonate reservoir wells.",others
in the case presented below sea water injection pressure is about 200 psi lower than the baseline pressure.,Waterflooding
the study permitted to track the main effects of the gas injection and define reservoir management guidelines for the other lean gas injection reservoirs.,Gas injection
"in the main zone where the reservoirs are already quite mature, multi-target wells are the best solution.",others
a friction factor of 0.25 was assumed in the well model based on previous experience in drilling out of 9-5/8fl casing with a water based drill-in-fluid.,others
a production improvement of 140% by lean gas injection has therefore been achieved corresponding to an incremental oil recovery of 2.3 %.,Gas injection
the first stage was to match early water breakthrough responsefrom the aquifer before waterflood start.,Waterflooding
"as stated in the previous section, maximum crossflow due to viscous forces occurs at the vicinity of the front in the more permeable layer.",others
"there are two main experimental methods for studying the phase behavior of cw-oil system: one is swelling test based on fluid expansion and saturation pressure increase, the other is the multiple contact experiment that describes the dynamic contact of cw and crude oil.",Experiments
"in general the mercury injection experiment is either performed on the end trims of the plugs used in the water-oil experiments or, as in the case of this study, the mercury injection is performed on small samples drilled next to the scal plugs.",Experiments
